tx_id,qber,ch_state,mode,lat_classical,lat_proposed,overhead_ms,overhead_pct
2340,0.1450984859853108,ATTACKED,PQC-Only,0.09539800021229894,0.359035000201402,0.26363699998910306,276.35484958007993
2341,0.09694508586290342,ATTACKED,PQC-Only,0.1260899998669629,0.8031679999476182,0.6770780000806553,536.979935597619
2342,0.23756874839711808,DEGRADED,Classical-Fallback,0.07989900041138753,0.05673600026057102,-0.023163000150816515,-28.990350356767703
2343,0.09973300127001346,ATTACKED,Classical-Fallback,0.06662699979642639,0.06636400030402001,-0.00026299949240637943,-0.39473410660836283
2344,0.13910267448232935,ATTACKED,Classical-Fallback,0.08823400003166171,0.06918199960637139,-0.019052000425290316,-21.59258383214377
2345,0.22320814483651136,DEGRADED,Classical-Fallback,0.057749000006879214,0.047681000069133006,-0.010067999937746208,-17.4340680125143
2346,0.15376475689496427,DEGRADED,Classical-Fallback,0.05793999980596709,0.04778799984705984,-0.010151999958907254,-17.521574029866887
2347,0.04033538474184631,ATTACKED,PQC-Only,0.05778400009148754,0.42176399983873125,0.3639799997472437,629.8975480599577
2348,0.05848103213821471,NOISY,Hybrid,0.07884900014687446,0.45758200030832086,0.3787330001614464,480.3269533614488
2349,0.08117688840551193,NOISY,Hybrid,0.07882599993536132,0.7309860002351343,0.652160000299773,827.3412336469635
2350,0.07007127249912902,NOISY,Hybrid,0.10084099994855933,0.49060900028052856,0.38976800033196923,386.5173892868936
2351,0.03610333148143291,NOISY,Hybrid,0.0805659997240582,0.565991999792459,0.48542600006840075,602.5196754598769
2352,0.06959023670198956,CLEAN,Hybrid,0.08067099997788318,0.5054680000284861,0.42479700005060295,526.5795641148189
2353,0.03444347588881304,CLEAN,Hybrid,0.0766190000831557,0.5007579998164147,0.42413899973325897,553.5689571423992
2354,0.053142027632315826,CLEAN,Hybrid,0.07628999992448371,0.6241699998099648,0.5478799998854811,718.1544113616525
2355,0.05342103301574946,CLEAN,Hybrid,0.08055300031628576,0.44812800024374155,0.3675749999274558,456.3144743016375
2356,0.02600449264915705,CLEAN,Hybrid,0.0830459998724109,0.46235500030888943,0.3793090004364785,456.7456602596588
2357,0.005689095232049838,CLEAN,Hybrid,0.07954900002005161,0.9820320001381333,0.9024830001180817,1134.4994907423052
2358,0.019099738850639644,CLEAN,Hybrid,0.08012299986148719,0.6933419999768375,0.6132190001153504,765.3470304100621
2359,0.1153805830103323,NOISY,PQC-Only,0.0801099999989674,0.47576099996149424,0.39565099996252684,493.8846585540216
2360,0.009791662444774715,CLEAN,Hybrid,0.08564400013710838,0.6526560000565951,0.5670119999194867,662.0568854931474
2361,0.009387675225235996,CLEAN,Hybrid,0.0812590001260105,0.45513299983213074,0.37387399970612023,460.1016492035883
2362,0.005766822098773914,CLEAN,Hybrid,0.07957600018926314,0.46496100003423635,0.3853849998449732,484.29802820998236
2363,0.06653739533919094,CLEAN,Hybrid,0.09735499997987063,0.4432390001056774,0.3458840001258068,355.2811876095965
2364,0.04817170486783356,NOISY,Hybrid,0.08209299994632602,0.5430289998002991,0.46093599985397304,561.4802725632416
2365,0.0253948828904191,NOISY,Hybrid,0.08595600002081483,0.4705640003521694,0.38460800033135456,447.447531572222
2366,0.05119931565201121,CLEAN,Hybrid,0.09658599992690142,0.5118859999129199,0.4152999999860185,429.97950044553806
2367,0.07279849003252659,NOISY,Hybrid,0.09242999976777355,0.42491699969104957,0.332486999923276,359.7176249687715
2368,0.012416479409876545,CLEAN,Hybrid,0.07592000019940315,0.6068329998925037,0.5309129996931006,699.3058460203671
2369,0.046340495479694446,CLEAN,Hybrid,0.0791010002103576,0.48283799969794927,0.4037369994875917,510.40694607389526
2370,0.06406835768322697,CLEAN,Hybrid,0.07525800037910813,0.535310000032041,0.46005199965293286,611.2997918300323
2371,0.013387835489123699,CLEAN,Hybrid,0.09070499982044566,0.9928219997163978,0.9021169998959522,994.5614924003422
2372,0.02093748739651779,CLEAN,Hybrid,0.07811600016793818,0.4716479998023715,0.3935319996344333,503.77899378923144
2373,0.024472223660821687,NOISY,Hybrid,0.07546899996668799,0.4596720000336063,0.3842030000669183,509.0871751798825
2374,0.032772501331859785,NOISY,Hybrid,0.07931199979793746,0.4254909999872325,0.34617900018929504,436.4774574733363
2375,0.0805391635330235,NOISY,Hybrid,0.09806199977901997,0.4571230001602089,0.35906100038118893,366.15712629797787
2376,0.05555450609700694,CLEAN,Hybrid,0.09070099986274727,0.554475999706483,0.4637749998437357,511.3229187611386
